,est_id,est_nm,pool_id,pool_nm
821,315,Suure-Jaani Tervisekoda ujula,599,"Suure-Jaani Tervisekoda külmaveebassein 2,0*1,7"
822,315,Suure-Jaani Tervisekoda ujula,594,Suure-Jaani Tervisekoda ujumisbassein 25*10 m (3 rada)
823,315,Suure-Jaani Tervisekoda ujula,594,Suure-Jaani Tervisekoda ujumisbassein 25*10 m (3 rada)
824,315,Suure-Jaani Tervisekoda ujula,596,"Suure-Jaani Tervisekoda perebassein 5,0*12,0 m"
825,315,Suure-Jaani Tervisekoda ujula,596,"Suure-Jaani Tervisekoda perebassein 5,0*12,0 m"
826,315,Suure-Jaani Tervisekoda ujula,595,"Suure-jaani Tervisekoda lastebassein 5,1*4,0 m"
827,315,Suure-Jaani Tervisekoda ujula,595,"Suure-jaani Tervisekoda lastebassein 5,1*4,0 m"
828,315,Suure-Jaani Tervisekoda ujula,597,"Suure-Jaani Tervisekoda mullivann 3,8*3,25 m"
829,315,Suure-Jaani Tervisekoda ujula,597,"Suure-Jaani Tervisekoda mullivann 3,8*3,25 m"
830,315,Suure-Jaani Tervisekoda ujula,598,Suure-Jaani Tervisekoda väike nn beebibassein 
831,315,Suure-Jaani Tervisekoda ujula,598,Suure-Jaani Tervisekoda väike nn beebibassein 
832,250,Swissoteli ujula,384,Swissoteli bassein
833,250,Swissoteli ujula,384,Swissoteli bassein
834,260,Taastusravi kliinik-bassein,407,Taastusravi bassein
835,260,Taastusravi kliinik-bassein,407,Taastusravi bassein
836,54,Tabasalu Spordikompleksi ujula,62,Tabasalu ujula lastebassein
837,54,Tabasalu Spordikompleksi ujula,62,Tabasalu ujula lastebassein
838,54,Tabasalu Spordikompleksi ujula,468,Tabasalu väikelastebassein
839,54,Tabasalu Spordikompleksi ujula,468,Tabasalu väikelastebassein
840,54,Tabasalu Spordikompleksi ujula,61,Tabasalu ujula suur bassein
841,54,Tabasalu Spordikompleksi ujula,61,Tabasalu ujula suur bassein
842,54,Tabasalu Spordikompleksi ujula,63,Tabasalu ujula mullivann
843,54,Tabasalu Spordikompleksi ujula,63,Tabasalu ujula mullivann
844,169,Tallink SPA & Conference Hotel,241,Tallinki SPA&Conference Hotelli mullivann
845,169,Tallink SPA & Conference Hotel,241,Tallinki SPA&Conference Hotelli mullivann
846,169,Tallink SPA & Conference Hotel,239,Tallink SPA&Conference Hotelli magevee/baari bassein
847,169,Tallink SPA & Conference Hotel,239,Tallink SPA&Conference Hotelli magevee/baari bassein
848,169,Tallink SPA & Conference Hotel,240,Tallink SPA&Conference Hotelli lastebassein
849,169,Tallink SPA & Conference Hotel,240,Tallink SPA&Conference Hotelli lastebassein
850,169,Tallink SPA & Conference Hotel,398,Tallink SPA&Conference Hotelli saunabassein
851,169,Tallink SPA & Conference Hotel,398,Tallink SPA&Conference Hotelli saunabassein
852,169,Tallink SPA & Conference Hotel,238,Tallink SPA&Conference Hotelli sise- ja välibassein
853,169,Tallink SPA & Conference Hotel,238,Tallink SPA&Conference Hotelli sise- ja välibassein
854,62,Tallinna 21. Kooli ujula,72,Tallinna 21. Kooli bassein
855,62,Tallinna 21. Kooli ujula,72,Tallinna 21. Kooli bassein
856,212,Tallinna Arbu l/a,317,Tallinna Arbu l/a
857,212,Tallinna Arbu l/a,317,Tallinna Arbu l/a
858,63,Tallinna Arte Gümnaasium,73,Tallinna Arte Gümnaasium
859,63,Tallinna Arte Gümnaasium,73,Tallinna Arte Gümnaasium
860,290,Tallinna Heleni Kooli ujula ,506,Tallinna Heleni Kooli ujula
861,290,Tallinna Heleni Kooli ujula ,506,Tallinna Heleni Kooli ujula
862,143,Tallinna Järveotsa Gümnaasium,195,Tallinna Järveotsa Gümnaasium bassein
863,143,Tallinna Järveotsa Gümnaasium,195,Tallinna Järveotsa Gümnaasium bassein
864,289,Tallinna Järveotsa Lasteaed,505,Tallinna Järveotsa Lasteaed bassein
865,289,Tallinna Järveotsa Lasteaed,505,Tallinna Järveotsa Lasteaed bassein
866,190,Tallinna Laagna Gümnaasium,286,Tallinna Laagna Gümnaasiumi bassein
867,190,Tallinna Laagna Gümnaasium,286,Tallinna Laagna Gümnaasiumi bassein
868,227,Tallinna Laagna l/a-põhikool,334,Tallinna Laagna l/a-põhikool bassein
869,227,Tallinna Laagna l/a-põhikool,334,Tallinna Laagna l/a-põhikool bassein
870,208,Tallinna l/a Karikakar,313,Tallinna l/a Karikakar
871,208,Tallinna l/a Karikakar,313,Tallinna l/a Karikakar
872,94,Tallinna Lasteaed Delfiin,115,Tallinna Lasteaed Delfiin 
873,94,Tallinna Lasteaed Delfiin,115,Tallinna Lasteaed Delfiin 
874,297,Tallinna Lasteaed Pääsusilm ,542,Tallinna Lasteaed Pääsusilm 
875,297,Tallinna Lasteaed Pääsusilm ,542,Tallinna Lasteaed Pääsusilm 
876,142,Tallinna Lasteaed Sinilill,194,Tallinna Lasteaed Sinilill bassein
877,142,Tallinna Lasteaed Sinilill,194,Tallinna Lasteaed Sinilill bassein
878,207,Tallinna l/a Vesiroos,312,Tallinna l/a Vesiroos
879,207,Tallinna l/a Vesiroos,312,Tallinna l/a Vesiroos
880,211,Tallinna Liikuri l/a,316,Tallinna Liikuri l/a bassein
881,211,Tallinna Liikuri l/a,316,Tallinna Liikuri l/a bassein
882,209,Tallinna Lindakivi l/a,314,Tallinna Lindakivi l/a
883,209,Tallinna Lindakivi l/a,314,Tallinna Lindakivi l/a
884,213,Tallinna Loitsu l/a,318,Tallinna Loitsu l/a
885,213,Tallinna Loitsu l/a,318,Tallinna Loitsu l/a
886,300,Tallinna Meelespea Lasteaed ,548,Tallinna Meelespea Lasteaed 
887,300,Tallinna Meelespea Lasteaed ,548,Tallinna Meelespea Lasteaed 
888,210,Tallinna Paekaare l/a,315,Tallinna Paekaare l/a bassein
889,210,Tallinna Paekaare l/a,315,Tallinna Paekaare l/a bassein
890,194,Tallinna Saksa Gümnaasium,291,Tallinna Saksa Gümnaasium
891,194,Tallinna Saksa Gümnaasium,291,Tallinna Saksa Gümnaasium
892,214,Tallinna Vormsi lasteaia ujula,319,Tallinna Vormsi lasteaia bassein
893,214,Tallinna Vormsi lasteaia ujula,319,Tallinna Vormsi lasteaia bassein
894,83,Tamme Kooli ujula,103,Tamme Kooli ujula bassein
895,83,Tamme Kooli ujula,103,Tamme Kooli ujula bassein
896,203,Tamsalu Spordikompleksi ujula,938,Tamsalu linna veevärk
897,203,Tamsalu Spordikompleksi ujula,938,Tamsalu linna veevärk
898,203,Tamsalu Spordikompleksi ujula,307,Tamsalu Spordikompleksi ujula sportbassein
899,203,Tamsalu Spordikompleksi ujula,307,Tamsalu Spordikompleksi ujula sportbassein
900,121,Tarbja Lasteaed-Kooli ujula,163,Tarbja lasteaed-kooli ujula bassein
901,121,Tarbja Lasteaed-Kooli ujula,163,Tarbja lasteaed-kooli ujula bassein
902,81,Tartu H. Masingu kooli ujula,100,Masingu kooli ujula bassein
903,81,Tartu H. Masingu kooli ujula,100,Masingu kooli ujula bassein
904,82,Tartu Kivilinna kooli ujula,102,Kivilinna Kooli ujula bassein
905,82,Tartu Kivilinna kooli ujula,102,Kivilinna Kooli ujula bassein
906,79,Tartu lasteaed Pääsupesa ujula,98,Tartu lasteaed Pääsupesa lastebassein
907,79,Tartu lasteaed Pääsupesa ujula,98,Tartu lasteaed Pääsupesa lastebassein
908,79,Tartu lasteaed Pääsupesa ujula,361,"Tartu lasteaed pääsupesa, hüdroteraapia bassein"
909,79,Tartu lasteaed Pääsupesa ujula,361,"Tartu lasteaed pääsupesa, hüdroteraapia bassein"
910,80,Tartu lasteaed Triinu ja Taavi ujula,99,Tartu lasteaia Triinu ja Taavi ujula lastebassein
911,80,Tartu lasteaed Triinu ja Taavi ujula,99,Tartu lasteaia Triinu ja Taavi ujula lastebassein
912,76,Tartu spodiklubi Arctic ujula,94,Arctic bassein
913,76,Tartu spodiklubi Arctic ujula,94,Arctic bassein
914,78,Tartu valla Kõrveküla lasteaed Päikeseratas ujula,96,Kõrveküla lasteaed Päikeseratas beebibassein
915,78,Tartu valla Kõrveküla lasteaed Päikeseratas ujula,96,Kõrveküla lasteaed Päikeseratas beebibassein
916,78,Tartu valla Kõrveküla lasteaed Päikeseratas ujula,97,Kõrveküla lasteaed Päikeseratas lastebassein
917,78,Tartu valla Kõrveküla lasteaed Päikeseratas ujula,97,Kõrveküla lasteaed Päikeseratas lastebassein
918,199,Tervisekeskus Club 26,558,Club 26 VIP bassein
919,199,Tervisekeskus Club 26,558,Club 26 VIP bassein
920,199,Tervisekeskus Club 26,300,Tervisekeskus Club 26 
921,199,Tervisekeskus Club 26,300,Tervisekeskus Club 26 
922,115,Tervise Paradiisi veekeskus,469,Tervise Paradiisi Jaapani vann
923,115,Tervise Paradiisi veekeskus,469,Tervise Paradiisi Jaapani vann
924,115,Tervise Paradiisi veekeskus,541,Naiste külmaveebassein saunas
925,115,Tervise Paradiisi veekeskus,541,Naiste külmaveebassein saunas
926,115,Tervise Paradiisi veekeskus,216,Tervise Paradiisi Hüppebassein
927,115,Tervise Paradiisi veekeskus,216,Tervise Paradiisi Hüppebassein
928,115,Tervise Paradiisi veekeskus,217,Tervise Paradiisi Mägijõgi
929,115,Tervise Paradiisi veekeskus,217,Tervise Paradiisi Mägijõgi
930,115,Tervise Paradiisi veekeskus,214,Tervise Paradiisi Välibassein
931,115,Tervise Paradiisi veekeskus,214,Tervise Paradiisi Välibassein
932,115,Tervise Paradiisi veekeskus,363,Tervise Paradiisi Mägijõgi
933,115,Tervise Paradiisi veekeskus,363,Tervise Paradiisi Mägijõgi
934,115,Tervise Paradiisi veekeskus,357,Tervise Paradiisi Ülemine mullivann
935,115,Tervise Paradiisi veekeskus,357,Tervise Paradiisi Ülemine mullivann
936,115,Tervise Paradiisi veekeskus,151,Tervise Paradiisi 25 m bassein
937,115,Tervise Paradiisi veekeskus,151,Tervise Paradiisi 25 m bassein
938,115,Tervise Paradiisi veekeskus,358,Tervise Paradiisi VIP-massaašibassein
939,115,Tervise Paradiisi veekeskus,358,Tervise Paradiisi VIP-massaašibassein
940,115,Tervise Paradiisi veekeskus,215,Tervise Paradiisi Alumine mullivann
941,115,Tervise Paradiisi veekeskus,215,Tervise Paradiisi Alumine mullivann
942,115,Tervise Paradiisi veekeskus,211,Tervise Paradiisi Seikluste bassein
943,115,Tervise Paradiisi veekeskus,211,Tervise Paradiisi Seikluste bassein
944,115,Tervise Paradiisi veekeskus,210,Tervise Paradiisi Lastebassein
945,115,Tervise Paradiisi veekeskus,210,Tervise Paradiisi Lastebassein
946,243,Tihemetsa Spordihoone ujula,374,Tihemetsa ujula väike bassein
947,243,Tihemetsa Spordihoone ujula,374,Tihemetsa ujula väike bassein
948,128,Toila Sanatooriumi Termid,396,Toila Sanatooriumi veevärk
949,128,Toila Sanatooriumi Termid,396,Toila Sanatooriumi veevärk
950,128,Toila Sanatooriumi Termid,471,Toila Sanatooriumi puurkaev 2432
951,128,Toila Sanatooriumi Termid,471,Toila Sanatooriumi puurkaev 2432
952,128,Toila Sanatooriumi Termid,528,Mullivann 1
953,128,Toila Sanatooriumi Termid,528,Mullivann 1
954,128,Toila Sanatooriumi Termid,529,Mullivann 2
955,128,Toila Sanatooriumi Termid,529,Mullivann 2
956,128,Toila Sanatooriumi Termid,171,Toila Termid
957,128,Toila Sanatooriumi Termid,171,Toila Termid
958,128,Toila Sanatooriumi Termid,527,Termide ujula bassein
959,128,Toila Sanatooriumi Termid,527,Termide ujula bassein
960,127,Toila Sanatooriumi ujula,396,Toila Sanatooriumi veevärk
961,127,Toila Sanatooriumi ujula,396,Toila Sanatooriumi veevärk
962,127,Toila Sanatooriumi ujula,471,Toila Sanatooriumi puurkaev 2432
963,127,Toila Sanatooriumi ujula,471,Toila Sanatooriumi puurkaev 2432
964,127,Toila Sanatooriumi ujula,170,Toila Sanatooriumi Suur bassein
965,127,Toila Sanatooriumi ujula,170,Toila Sanatooriumi Suur bassein
966,129,Toila Sanatooriumi Wellness keskus,396,Toila Sanatooriumi veevärk
967,129,Toila Sanatooriumi Wellness keskus,396,Toila Sanatooriumi veevärk
968,129,Toila Sanatooriumi Wellness keskus,471,Toila Sanatooriumi puurkaev 2432
969,129,Toila Sanatooriumi Wellness keskus,471,Toila Sanatooriumi puurkaev 2432
970,129,Toila Sanatooriumi Wellness keskus,174,Wellness keskuse jääauk
971,129,Toila Sanatooriumi Wellness keskus,174,Wellness keskuse jääauk
972,129,Toila Sanatooriumi Wellness keskus,173,Wellness keskuse jaapani vann
973,129,Toila Sanatooriumi Wellness keskus,173,Wellness keskuse jaapani vann
974,129,Toila Sanatooriumi Wellness keskus,172,Wellness keskus massaažibassein
975,129,Toila Sanatooriumi Wellness keskus,172,Wellness keskus massaažibassein
976,302,Tondi tennisekeskuse ujula,552,tennisekeskuse mullivann
977,302,Tondi tennisekeskuse ujula,552,tennisekeskuse mullivann
978,302,Tondi tennisekeskuse ujula,551,Tennisekeskuse bassein
979,302,Tondi tennisekeskuse ujula,551,Tennisekeskuse bassein
980,44,Tootsi ujula,144,Tootsi Ujumisbassein
981,44,Tootsi ujula,144,Tootsi Ujumisbassein
982,42,TRK Viiking saunakeskus (C-korpus),141,Viikingi Võimlemisbassein
983,42,TRK Viiking saunakeskus (C-korpus),141,Viikingi Võimlemisbassein
984,42,TRK Viiking saunakeskus (C-korpus),143,Viikingi Mullivann
985,42,TRK Viiking saunakeskus (C-korpus),143,Viikingi Mullivann
986,77,TÜ Kliinikumi Spordimeditsiini ja taastusravi ujula,95,TÜ Kliinikumi Spordimeditsiini ja taastusravi ujula suur ravibassein
987,77,TÜ Kliinikumi Spordimeditsiini ja taastusravi ujula,95,TÜ Kliinikumi Spordimeditsiini ja taastusravi ujula suur ravibassein
988,77,TÜ Kliinikumi Spordimeditsiini ja taastusravi ujula,360,Väike hüdroteraapia bassein
989,77,TÜ Kliinikumi Spordimeditsiini ja taastusravi ujula,360,Väike hüdroteraapia bassein
990,111,Türi ujula,142,Türi ujula bassein
991,111,Türi ujula,142,Türi ujula bassein
992,172,Tuulte Roosi Lasteaia ujula,245,Tuulte Roosi Lasteaia ujula bassein
993,172,Tuulte Roosi Lasteaia ujula,245,Tuulte Roosi Lasteaia ujula bassein
994,266,Väätsa lasteaia ujula,426,Väätsa lasteaia bassein
995,266,Väätsa lasteaia ujula,426,Väätsa lasteaia bassein
996,223,Väike-Maarja lasteaia ujula,911,Väike-Maarja Tammi puurkaevu veevärk
997,223,Väike-Maarja lasteaia ujula,911,Väike-Maarja Tammi puurkaevu veevärk
998,223,Väike-Maarja lasteaia ujula,329,Väike-Maarja LA ujula bassein
999,223,Väike-Maarja lasteaia ujula,329,Väike-Maarja LA ujula bassein
1000,85,Väimela Tervisekeskuse ujula,106,Väimela Tervisekeskuse laste bassein
1001,85,Väimela Tervisekeskuse ujula,106,Väimela Tervisekeskuse laste bassein
1002,85,Väimela Tervisekeskuse ujula,105,Väimela Tervisekeskuse suur bassein
1003,85,Väimela Tervisekeskuse ujula,105,Väimela Tervisekeskuse suur bassein
1004,85,Väimela Tervisekeskuse ujula,555,Väimela Tervisekeskuse mullivann
1005,85,Väimela Tervisekeskuse ujula,555,Väimela Tervisekeskuse mullivann
1006,13,Valga Põhikooli ujula,389,Valga Põhikooli ujula väike bassein
1007,13,Valga Põhikooli ujula,389,Valga Põhikooli ujula väike bassein
1008,13,Valga Põhikooli ujula,121,Valga Põhikooli ujula suur bassein
1009,13,Valga Põhikooli ujula,121,Valga Põhikooli ujula suur bassein
1010,92,Valtu Spordimaja ujula,111,Valtu väike bassein
1011,92,Valtu Spordimaja ujula,111,Valtu väike bassein
1012,92,Valtu Spordimaja ujula,110,Valtu suur bassein
1013,92,Valtu Spordimaja ujula,110,Valtu suur bassein
1014,134,Värska Veekeskuse ujula,418,Värska Sanatooriumi joogivee ühisveevärk 
1015,134,Värska Veekeskuse ujula,418,Värska Sanatooriumi joogivee ühisveevärk 
1016,134,Värska Veekeskuse ujula,536,Värska Sanatooriumi puurkaev nr 1 (joogivesi)
1017,134,Värska Veekeskuse ujula,536,Värska Sanatooriumi puurkaev nr 1 (joogivesi)
1018,134,Värska Veekeskuse ujula,352,Värska Veekeskuse mullivann
1019,134,Värska Veekeskuse ujula,352,Värska Veekeskuse mullivann
1020,134,Värska Veekeskuse ujula,180,Värska Veekeskuse lastebassein
1021,134,Värska Veekeskuse ujula,180,Värska Veekeskuse lastebassein
1022,134,Värska Veekeskuse ujula,183,Värska Veekeskuse lõbustusbassein
1023,134,Värska Veekeskuse ujula,183,Värska Veekeskuse lõbustusbassein
1024,134,Värska Veekeskuse ujula,181,Värska Veekeskuse beebibassein
1025,134,Värska Veekeskuse ujula,181,Värska Veekeskuse beebibassein
1026,134,Värska Veekeskuse ujula,182,Värska Veekeskuse ujumisbassein
1027,134,Värska Veekeskuse ujula,182,Värska Veekeskuse ujumisbassein
1028,201,Vembu-Tembumaa lõbustuspark,303,Vembu-Tembumaa bassein nr.2 (mäega)
1029,201,Vembu-Tembumaa lõbustuspark,303,Vembu-Tembumaa bassein nr.2 (mäega)
1030,201,Vembu-Tembumaa lõbustuspark,304,Vembu-Tembumaa bassein nr.3
1031,201,Vembu-Tembumaa lõbustuspark,304,Vembu-Tembumaa bassein nr.3
1032,201,Vembu-Tembumaa lõbustuspark,302,Vembu-Tembumaa bassein nr.1
1033,201,Vembu-Tembumaa lõbustuspark,302,Vembu-Tembumaa bassein nr.1
1034,272,Vihula mõisa ujula,935,Vihula mõisa veevärk
1035,272,Vihula mõisa ujula,935,Vihula mõisa veevärk
1036,272,Vihula mõisa ujula,1670,Vihula mõisa puurkaev kat nr 2499
1037,272,Vihula mõisa ujula,1670,Vihula mõisa puurkaev kat nr 2499
1038,272,Vihula mõisa ujula,445,Vihula mõisa ujula bassein
1039,272,Vihula mõisa ujula,445,Vihula mõisa ujula bassein
1040,271,Viiking Saaga vee- ja saunakeskus (E-korpus),441,Viiking Saaga suur bassein
1041,271,Viiking Saaga vee- ja saunakeskus (E-korpus),441,Viiking Saaga suur bassein
1042,271,Viiking Saaga vee- ja saunakeskus (E-korpus),442,Viiking Saaga soojavee bassein
1043,271,Viiking Saaga vee- ja saunakeskus (E-korpus),442,Viiking Saaga soojavee bassein
1044,271,Viiking Saaga vee- ja saunakeskus (E-korpus),440,Viiking Saaga Jaapani bassein
1045,271,Viiking Saaga vee- ja saunakeskus (E-korpus),440,Viiking Saaga Jaapani bassein
1046,188,Viimsi Keskkooli Spordikompleks,284,Viimsi Kooli bassein
1047,188,Viimsi Keskkooli Spordikompleks,284,Viimsi Kooli bassein
1048,276,Viimsi SPA 18+,546,Viimsi SPA 18+ külm bassein
1049,276,Viimsi SPA 18+,546,Viimsi SPA 18+ külm bassein
1050,276,Viimsi SPA 18+,460,Viimsi SPA 18+ Suur bassein
1051,276,Viimsi SPA 18+,460,Viimsi SPA 18+ Suur bassein
1052,276,Viimsi SPA 18+,462,Viimsi SPA 18+ Jaapani vann
1053,276,Viimsi SPA 18+,462,Viimsi SPA 18+ Jaapani vann
1054,276,Viimsi SPA 18+,461,Viimsi SPA 18+ Mullivann
1055,276,Viimsi SPA 18+,461,Viimsi SPA 18+ Mullivann
1056,275,Viimsi SPA Saunakeskus,458,Viimsi SPA Saunakeskus Mullivann
1057,275,Viimsi SPA Saunakeskus,458,Viimsi SPA Saunakeskus Mullivann
1058,275,Viimsi SPA Saunakeskus,457,Viimsi SPA Saunakeskus Suur bassein
1059,275,Viimsi SPA Saunakeskus,457,Viimsi SPA Saunakeskus Suur bassein
1060,275,Viimsi SPA Saunakeskus,459,Viimsi SPA Saunakeskus Välibassein
1061,275,Viimsi SPA Saunakeskus,459,Viimsi SPA Saunakeskus Välibassein
1062,275,Viimsi SPA Saunakeskus,455,Viimsi SPA Saunakeskus Beebibassein
1063,275,Viimsi SPA Saunakeskus,455,Viimsi SPA Saunakeskus Beebibassein
1064,275,Viimsi SPA Saunakeskus,456,Viimsi SPA Saunakeskus Lesila
1065,275,Viimsi SPA Saunakeskus,456,Viimsi SPA Saunakeskus Lesila
1066,274,Viimsi SPA Spordiklubi ujula,453,Viimsi SPA Spordiklubi lastebassein
1067,274,Viimsi SPA Spordiklubi ujula,453,Viimsi SPA Spordiklubi lastebassein
1068,274,Viimsi SPA Spordiklubi ujula,454,Viimsi SPA Spordiklubi mullivann
1069,274,Viimsi SPA Spordiklubi ujula,454,Viimsi SPA Spordiklubi mullivann
1070,274,Viimsi SPA Spordiklubi ujula,452,Viimsi SPA Spordiklubi suur bassein
1071,274,Viimsi SPA Spordiklubi ujula,452,Viimsi SPA Spordiklubi suur bassein
1072,166,Viljandi Jakobsoni kooli ujula,233,Viljandi Jakobsoni kooli bassein
1073,166,Viljandi Jakobsoni kooli ujula,233,Viljandi Jakobsoni kooli bassein
1074,202,Vinni Spordikompleksi ujula,1307,Vinni aleviku veevärk
1075,202,Vinni Spordikompleksi ujula,1307,Vinni aleviku veevärk
1076,202,Vinni Spordikompleksi ujula,305,Vinni Spordikompleksi suur bassein
1077,202,Vinni Spordikompleksi ujula,305,Vinni Spordikompleksi suur bassein
1078,202,Vinni Spordikompleksi ujula,306,Vinni Spordikompleksi lastebassein
1079,202,Vinni Spordikompleksi ujula,306,Vinni Spordikompleksi lastebassein
1080,86,Võru Lasteaia Punamütsike ujula,107,Võru Lasteaed Punamütsike bassein
1081,86,Võru Lasteaia Punamütsike ujula,107,Võru Lasteaed Punamütsike bassein
1082,286,vSpa Vee- ja saunamaailm,498,vSpa Jaapani bassein
1083,286,vSpa Vee- ja saunamaailm,498,vSpa Jaapani bassein
1084,286,vSpa Vee- ja saunamaailm,496,Lõõgastusbassein
1085,286,vSpa Vee- ja saunamaailm,496,Lõõgastusbassein
1086,286,vSpa Vee- ja saunamaailm,510,vSpa külma vee veesilm
1087,286,vSpa Vee- ja saunamaailm,510,vSpa külma vee veesilm
1088,286,vSpa Vee- ja saunamaailm,495,vSpa lastebassein
1089,286,vSpa Vee- ja saunamaailm,495,vSpa lastebassein
1090,286,vSpa Vee- ja saunamaailm,499,vSpa soola bassein
1091,286,vSpa Vee- ja saunamaailm,499,vSpa soola bassein
1092,286,vSpa Vee- ja saunamaailm,512,vSpa väikelaste bassein
1093,286,vSpa Vee- ja saunamaailm,512,vSpa väikelaste bassein
1094,286,vSpa Vee- ja saunamaailm,511,vSpa mullivannid
1095,286,vSpa Vee- ja saunamaailm,511,vSpa mullivannid
1096,286,vSpa Vee- ja saunamaailm,574,Lõõgastusbassein
1097,286,vSpa Vee- ja saunamaailm,574,Lõõgastusbassein
1098,286,vSpa Vee- ja saunamaailm,497,vSpa väikelaste bassein (anuleeritud)
1099,286,vSpa Vee- ja saunamaailm,497,vSpa väikelaste bassein (anuleeritud)
1100,264,Vudila Mängumaa väliujula,424,Vudila Mängumaa välibassein suure liumäega
1101,264,Vudila Mängumaa väliujula,424,Vudila Mängumaa välibassein suure liumäega
1102,264,Vudila Mängumaa väliujula,478,Vudila Mängumaa välibassein väikelastele
1103,264,Vudila Mängumaa väliujula,478,Vudila Mängumaa välibassein väikelastele
1104,320,Wasa Resort Spaa,611,Wasa mullivann
1105,320,Wasa Resort Spaa,611,Wasa mullivann
1106,320,Wasa Resort Spaa,610,Wasa suur bassein
1107,320,Wasa Resort Spaa,610,Wasa suur bassein
